,0,1,2,3,4,5
0,0.4,0.4,0.4,0.6,0.6,0.6
1,0.4,0.4,0.4,1.2,1.2,1.2
2,0.4,0.4,0.4,0.6,0.6,0.6
3,0.4,0.4,0.4,1.2,1.2,1.2
4,0.4,0.4,0.4,0.6,0.6,0.6
5,0.4,0.4,0.4,1.2,1.2,1.2
6,0.8,0.8,0.8,0.6,0.6,0.6
7,0.8,0.8,0.8,1.2,1.2,1.2
8,0.8,0.8,0.8,0.6,0.6,0.6
9,0.8,0.8,0.8,1.2,1.2,1.2
10,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.6,0.6,0.6
11,0.4,0.4,0.4,1.2,1.2,1.2
12,0.8,0.8,0.8,0.6,0.6,0.6
13,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2,1.2,1.2
14,0.4,0.4,0.4,0.6,0.6,0.6
15,0.4,0.4,0.4,1.2,1.2,1.2
16,0.4,0.4,0.4,0.6,0.6,0.6
17,0.4,0.4,0.4,1.2,1.2,1.2
18,0.4,0.4,0.4,0.6,0.6,0.6
19,0.4,0.4,0.4,1.2,1.2,1.2
20,0.8,0.8,0.8,0.6,0.6,0.6
21,0.8,0.8,0.8,1.2,1.2,1.2
22,0.8,0.8,0.8,0.6,0.6,0.6
23,0.8,0.8,0.8,1.2,1.2,1.2
24,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.6,0.6,0.6
25,0.4,0.4,0.4,1.2,1.2,1.2
26,0.8,0.8,0.8,0.6,0.6,0.6
27,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2,1.2,1.2
28,0.4,0.4,0.4,0.6,0.6,0.6
29,0.4,0.4,0.4,1.2,1.2,1.2
30,0.4,0.4,0.4,0.6,,
31,0.4,0.4,0.4,1.2,,
32,0.4,0.4,0.4,0.6,,
33,0.4,0.4,0.4,1.2,,
34,0.8,0.8,0.8,0.6,,
35,0.8,0.8,0.8,1.2,,
36,0.8,0.8,0.8,0.6,,
37,0.8,0.8,0.8,1.2,,
38,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.6,,
39,0.4,0.4,0.4,1.2,,
40,0.8,0.8,0.8,0.6,,
41,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2,,
42,0.4,0.4,0.4,0.6,,
43,0.4,0.4,0.4,1.2,,
44,0.4,0.4,0.4,0.6,,
45,0.4,0.4,0.4,1.2,,
46,0.4,0.4,0.4,0.6,,
47,0.4,0.4,0.4,1.2,,
48,0.8,0.8,0.8,0.6,,
49,0.8,0.8,0.8,1.2,,
50,0.8,0.8,0.8,0.6,,
51,0.8,0.8,0.8,1.2,,
52,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.6,,
53,0.4,0.4,0.4,1.2,,
54,0.8,0.8,0.8,0.6,,
55,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2,,
56,0.4,0.4,0.4,0.6,,
57,0.4,0.4,0.4,1.2,,
58,0.4,0.4,0.4,0.6,,
59,0.4,0.4,0.4,1.2,,
60,0.4,0.4,0.4,,,
61,0.4,0.4,0.4,,,
62,0.8,0.8,0.8,,,
63,0.8,0.8,0.8,,,
64,0.8,0.8,0.8,,,
65,0.8,0.8,0.8,,,
66,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
67,0.4,0.4,0.4,,,
68,0.8,0.8,0.8,,,
69,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
70,0.4,0.4,0.4,,,
71,0.4,0.4,0.4,,,
72,0.4,0.4,0.4,,,
73,0.4,0.4,0.4,,,
74,0.4,0.4,0.4,,,
75,0.4,0.4,0.4,,,
76,0.8,0.8,0.8,,,
77,0.8,0.8,0.8,,,
78,0.8,0.8,0.8,,,
79,0.8,0.8,0.8,,,
80,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
81,0.4,0.4,0.4,,,
82,0.8,0.8,0.8,,,
83,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
84,0.4,0.4,0.4,,,
85,0.4,0.4,0.4,,,
86,0.4,0.4,0.4,,,
87,0.4,0.4,0.4,,,
88,0.4,0.4,0.4,,,
89,0.4,0.4,0.4,,,
90,0.8,0.8,0.8,,,
91,0.8,0.8,0.8,,,
92,0.8,0.8,0.8,,,
93,0.8,0.8,0.8,,,
94,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
95,0.4,0.4,0.4,,,
96,0.8,0.8,0.8,,,
97,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
98,0.4,0.4,0.4,,,
99,0.4,0.4,0.4,,,
100,0.4,0.4,0.4,,,
101,0.4,0.4,0.4,,,
102,0.4,0.4,0.4,,,
103,0.4,0.4,0.4,,,
104,0.8,0.8,0.8,,,
105,0.8,0.8,0.8,,,
106,0.8,0.8,0.8,,,
107,0.8,0.8,0.8,,,
108,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
109,0.4,0.4,0.4,,,
110,0.8,0.8,0.8,,,
111,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
112,0.4,0.4,0.4,,,
113,0.4,0.4,0.4,,,
114,0.4,0.4,0.4,,,
115,0.4,0.4,0.4,,,
116,0.4,0.4,0.4,,,
117,0.4,0.4,0.4,,,
118,0.8,0.8,0.8,,,
119,0.8,0.8,0.8,,,
120,0.8,0.8,0.8,,,
121,0.8,0.8,0.8,,,
122,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
123,0.4,0.4,0.4,,,
124,0.8,0.8,0.8,,,
125,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
126,0.4,0.4,0.4,,,
127,0.4,0.4,0.4,,,
128,0.4,0.4,0.4,,,
129,0.4,0.4,0.4,,,
130,0.4,0.4,0.4,,,
131,0.4,0.4,0.4,,,
132,0.8,0.8,0.8,,,
133,0.8,0.8,0.8,,,
134,0.8,0.8,0.8,,,
135,0.8,0.8,0.8,,,
136,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
137,0.4,0.4,0.4,,,
138,0.8,0.8,0.8,,,
139,1.2000000000000002,1.2000000000000002,1.2000000000000002,,,
